id,number,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
429,0429,Mismagius,['ghost'],0.9,4.4,60.0,60.0,60.0,105.0,105.0,105.0,495.0,['Levitate'],"['Ghost', 'Dark']","['abundant-shrine-area', 'poke-pelago-elite-four-defeated']"
430,0430,Honchkrow,"['dark', 'flying']",0.9,27.3,125.0,52.0,100.0,105.0,52.0,71.0,505.0,"['Insomnia', 'Super Luck']","['Electric', 'Ice', 'Rock', 'Fairy']","['abundant-shrine-area', 'poke-pelago-elite-four-defeated']"
431,0431,Glameow,['normal'],0.5,3.9,55.0,42.0,49.0,42.0,37.0,85.0,310.0,"['Limber', 'Own Tempo']",['Fighting'],"['sinnoh-route-218-area', 'sinnoh-route-222-area']"
432,0432,Purugly,['normal'],1.0,43.8,82.0,64.0,71.0,64.0,59.0,112.0,452.0,"['Own Tempo', 'Thick Fat']",['Fighting'],"['sinnoh-route-222-area', 'sinnoh-route-229-area']"
433,0433,Chingling,['psychic'],0.2,0.6,30.0,50.0,45.0,65.0,50.0,45.0,285.0,['Levitate'],"['Bug', 'Ghost', 'Dark']","['mt-coronet-1f-route-207', 'mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'mt-coronet-4f', 'mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-1f-from-exterior', 'mt-coronet-1f-route-216', 'mt-coronet-1f-route-211', 'mt-coronet-b1f', 'sendoff-spring-area', 'turnback-cave-pillar-1', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-211-west-towards-eterna-city', 'sinnoh-route-211-east-towards-celestic-town', 'union-cave-1f', 'union-cave-b1f', 'union-cave-b2f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'johto-route-47-inside-cave', 'mt-silver-1f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'mt-moon-1f', 'mt-moon-2f', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'tohjo-falls-area', 'digletts-cave-area', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kalos-route-11-area', 'reflection-cave-unknown-area-305', 'reflection-cave-unknown-area-306', 'reflection-cave-unknown-area-307', 'reflection-cave-unknown-area-308']"
434,0434,Stunky,"['poison', 'dark']",0.4,19.2,63.0,47.0,63.0,41.0,41.0,74.0,329.0,"['Stench', 'Aftermath']",['Ground'],"['sinnoh-route-206-area', 'sinnoh-route-214-area', 'sinnoh-route-221-area', 'kalos-route-11-area']"
435,0435,Skuntank,"['poison', 'dark']",1.0,38.0,93.0,67.0,103.0,71.0,61.0,84.0,479.0,"['Stench', 'Aftermath']",['Ground'],"['sinnoh-route-221-area', 'sinnoh-route-225-area']"
436,0436,Bronzor,"['steel', 'psychic']",0.5,60.5,24.0,86.0,57.0,24.0,86.0,23.0,300.0,"['Levitate', 'Heatproof']","['Fire', 'Ground', 'Ghost', 'Dark']","['mt-coronet-1f-route-207', 'mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-1f-route-216', 'mt-coronet-1f-route-211', 'mt-coronet-b1f', 'turnback-cave-pillar-1', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'wayward-cave-1f', 'wayward-cave-b1f', 'sinnoh-route-206-area', 'sinnoh-route-211-west-towards-eterna-city', 'sinnoh-route-211-east-towards-celestic-town', 'union-cave-1f', 'union-cave-b1f', 'union-cave-b2f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'johto-route-47-inside-cave', 'mt-silver-1f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'mt-moon-1f', 'mt-moon-2f', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'tohjo-falls-area', 'digletts-cave-area', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'abundant-shrine-area']"
437,0437,Bronzong,"['steel', 'psychic']",1.3,187.0,89.0,116.0,67.0,79.0,116.0,33.0,500.0,"['Levitate', 'Heatproof']","['Fire', 'Ground', 'Ghost', 'Dark']","['mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'mt-coronet-4f', 'mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-6f', 'mt-coronet-1f-from-exterior', 'turnback-cave-pillar-1', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'abundant-shrine-area']"
438,0438,Bonsly,['rock'],0.5,15.0,80.0,95.0,50.0,10.0,45.0,10.0,290.0,"['Rock Head', 'Sturdy']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['sinnoh-route-209-area', 'sinnoh-route-210-south-towards-solaceon-town', 'alola-route-1-south', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
439,0439,Mime Jr.,"['psychic', 'fairy']",0.6,13.0,25.0,45.0,20.0,70.0,90.0,60.0,310.0,"['Soundproof', 'Filter']","['Poison', 'Ghost', 'Steel']","['sinnoh-route-209-area', 'sinnoh-route-210-south-towards-solaceon-town', 'hauoli-city-shopping-district']"
440,0440,Happiny,['normal'],0.6,24.4,5.0,5.0,100.0,15.0,65.0,30.0,220.0,"['Natural Cure', 'Serene Grace']",['Fighting'],"['hearthome-city-west-gate', 'nacrene-city-west-gate', 'alola-route-1-east', 'alola-route-1-south', 'alola-route-1-west', 'alola-route-4-area', 'alola-route-6-north', 'alola-route-6-south', 'blush-mountain-area', 'hauoli-city-shopping-district', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west', 'malie-city-main', 'mount-hokulani-east', 'mount-hokulani-west', 'poni-grove-area', 'seaward-cave-area', 'wela-volcano-park-area']"
441,0441,Chatot,"['normal', 'flying']",0.5,1.9,65.0,45.0,76.0,92.0,42.0,91.0,411.0,"['Keen Eye', 'Tangled Feet']","['Electric', 'Ice', 'Rock']","['sinnoh-route-213-area', 'sinnoh-route-218-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sprout-tower-2f', 'sprout-tower-3f', 'burned-tower-1f', 'burned-tower-b1f', 'bell-tower-2f', 'bell-tower-3f', 'bell-tower-4f', 'bell-tower-5f', 'bell-tower-6f', 'bell-tower-7f', 'bell-tower-8f', 'bell-tower-9f', 'bell-tower-10f', 'kalos-route-12-area', 'azure-bay-area']"
442,0442,Spiritomb,"['ghost', 'dark']",1.0,108.0,92.0,108.0,50.0,92.0,108.0,35.0,485.0,['Pressure'],['Fairy'],"['sinnoh-route-209-area', 'sea-mauville-inside']"
443,0443,Gible,"['dragon', 'ground']",0.7,20.5,70.0,45.0,58.0,40.0,45.0,42.0,300.0,['Sand Veil'],"['Ice', 'Dragon', 'Fairy']","['wayward-cave-b1f', 'kalos-route-13-area', 'floccesy-town-area']"
444,0444,Gabite,"['dragon', 'ground']",1.4,56.0,90.0,65.0,68.0,50.0,55.0,82.0,410.0,['Sand Veil'],"['Ice', 'Dragon', 'Fairy']","['sinnoh-victory-road-1f', 'sinnoh-victory-road-2f', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'haina-desert-area']"
445,0445,Garchomp,"['dragon', 'ground']",1.9,95.0,130.0,95.0,108.0,80.0,85.0,102.0,600.0,['Sand Veil'],"['Ice', 'Dragon', 'Fairy']",[]
446,0446,Munchlax,['normal'],0.6,105.0,85.0,40.0,135.0,40.0,85.0,5.0,390.0,"['Pickup', 'Thick Fat']",['Fighting'],['alola-route-1-south']
447,0447,Riolu,['fighting'],0.7,20.2,70.0,40.0,40.0,35.0,40.0,60.0,285.0,"['Inner Focus', 'Steadfast']","['Flying', 'Psychic', 'Fairy']","['iron-island-b2f-left', 'challengers-cave-b1f', 'challengers-cave-b2f', 'floccesy-ranch-inner', 'kalos-route-22-area', 'poni-grove-area']"
448,0448,Lucario,"['fighting', 'steel']",1.2,54.0,110.0,70.0,70.0,115.0,70.0,90.0,525.0,"['Inner Focus', 'Steadfast']","['Fire', 'Fighting', 'Ground']","['tower-of-mastery-area', 'poni-grove-area']"
449,0449,Hippopotas,['ground'],0.8,49.5,72.0,78.0,68.0,38.0,42.0,32.0,330.0,['Sand Stream'],"['Water', 'Grass', 'Ice']","['ruin-maniac-cave-0-9-different-unown-caught', 'ruin-maniac-cave-10-25-different-unown-caught', 'maniac-tunnel-26-plus-different-unown-caught', 'kalos-route-9-area']"
450,0450,Hippowdon,['ground'],2.0,300.0,112.0,118.0,108.0,68.0,72.0,47.0,525.0,['Sand Stream'],"['Water', 'Grass', 'Ice']","['sinnoh-route-228-area', 'ultra-space-wilds-cave']"
451,0451,Skorupi,"['poison', 'bug']",0.8,12.0,50.0,90.0,40.0,30.0,55.0,65.0,330.0,"['Sniper', 'Battle Armor']","['Fire', 'Flying', 'Psychic', 'Rock']","['reversal-mountain-unknown-area-48', 'reversal-mountain-unknown-area-49', 'reversal-mountain-unknown-area-50', 'reversal-mountain-unknown-area-51', 'reversal-mountain-unknown-area-52', 'reversal-mountain-unknown-area-53', 'reversal-mountain-unknown-area-54', 'reversal-mountain-unknown-area-55', 'reversal-mountain-unknown-area-56', 'reversal-mountain-unknown-area-57', 'reversal-mountain-unknown-area-58', 'reversal-mountain-unknown-area-59', 'reversal-mountain-unknown-area-60', 'kalos-route-14-area', 'kalos-route-15-area', 'kalos-route-16-area']"
452,0452,Drapion,"['poison', 'dark']",1.3,61.5,90.0,110.0,70.0,60.0,75.0,95.0,500.0,"['Sniper', 'Battle Armor']",['Ground'],"['kalos-route-19-area', 'ultra-space-wilds-crag']"
453,0453,Croagunk,"['poison', 'fighting']",0.7,23.0,61.0,40.0,48.0,61.0,40.0,50.0,300.0,"['Dry Skin', 'Anticipation']","['Ground', 'Flying', 'Psychic']","['sinnoh-route-212-east-towards-pastoria-city', 'icirrus-city-area', 'unova-route-8-area', 'moor-of-icirrus-area', 'kalos-route-7-area']"
454,0454,Toxicroak,"['poison', 'fighting']",1.3,44.4,106.0,65.0,83.0,86.0,65.0,85.0,490.0,"['Dry Skin', 'Anticipation']","['Ground', 'Flying', 'Psychic']",['pinwheel-forest-outside']
455,0455,Carnivine,['grass'],1.4,27.0,100.0,72.0,74.0,90.0,72.0,46.0,454.0,['Levitate'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['ilex-forest-area', 'viridian-forest-area', 'unova-route-18-area', 'kalos-route-14-area', 'kalos-route-19-area']"
456,0456,Finneon,['water'],0.4,7.0,49.0,56.0,49.0,49.0,61.0,66.0,330.0,"['Swift Swim', 'Storm Drain']","['Grass', 'Electric']","['canalave-city-area', 'valley-windworks-area', 'fuego-ironworks-area', 'iron-island-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-218-area', 'sinnoh-route-219-area', 'sinnoh-route-221-area', 'sinnoh-sea-route-220-area', 'p2-laboratory-area', 'unova-route-4-area', 'unova-route-18-area', 'unova-route-17-area', 'virbank-city-area', 'virbank-complex-outer', 'alola-route-1-hauoli-outskirts', 'alola-route-7-area', 'alola-route-14-area', 'alola-route-15-main', 'brooklet-hill-totems-den', 'hano-beach-area', 'hauoli-city-beachfront', 'kalae-bay-area', 'melemele-sea-area', 'secluded-shore-area']"
457,0457,Lumineon,['water'],1.2,24.0,69.0,76.0,69.0,69.0,86.0,91.0,460.0,"['Swift Swim', 'Storm Drain']","['Grass', 'Electric']","['canalave-city-area', 'valley-windworks-area', 'fuego-ironworks-area', 'iron-island-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-218-area', 'sinnoh-route-219-area', 'sinnoh-route-221-area', 'sinnoh-sea-route-220-area', 'p2-laboratory-area', 'unova-route-4-area', 'unova-route-18-area', 'unova-route-17-area', 'virbank-city-area', 'virbank-complex-outer', 'alola-route-15-main', 'ancient-poni-path-area', 'poni-breaker-coast-area', 'poni-wilds-area']"
458,0458,Mantyke,"['water', 'flying']",1.0,65.0,20.0,50.0,45.0,60.0,120.0,50.0,345.0,"['Water Absorb', 'Swift Swim']","['Electric', 'Rock']","['sunyshore-city-area', 'sinnoh-sea-route-223-area', 'undella-bay-area', 'undella-town-area', 'unova-route-21-area', 'shalour-city-area', 'kalos-route-12-area', 'azure-bay-area', 'hauoli-city-beachfront', 'kalae-bay-area', 'melemele-sea-area']"
459,0459,Snover,"['grass', 'ice']",1.0,50.5,62.0,50.0,60.0,62.0,60.0,40.0,334.0,['Snow Warning'],"['Fire', 'Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']","['mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'lake-acuity-area', 'acuity-lakefront-area', 'sinnoh-route-216-area', 'sinnoh-route-217-area', 'kalos-route-17-area']"
460,0460,Abomasnow,"['grass', 'ice']",2.2,135.5,92.0,75.0,90.0,92.0,85.0,60.0,494.0,['Snow Warning'],"['Fire', 'Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']","['mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'kalos-route-17-area', 'ultra-space-wilds-cave']"
461,0461,Weavile,"['dark', 'ice']",1.1,34.0,120.0,65.0,70.0,45.0,85.0,125.0,510.0,['Pressure'],"['Fire', 'Fighting', 'Bug', 'Rock', 'Steel', 'Fairy']",[]
462,0462,Magnezone,"['electric', 'steel']",1.2,180.0,70.0,115.0,70.0,130.0,90.0,60.0,535.0,"['Sturdy', 'Magnet Pull']","['Fire', 'Fighting', 'Ground']",['p2-laboratory-area']
463,0463,Lickilicky,['normal'],1.7,140.0,85.0,95.0,110.0,80.0,95.0,50.0,515.0,"['Oblivious', 'Own Tempo']",['Fighting'],['unova-route-2-area']
464,0464,Rhyperior,"['ground', 'rock']",2.4,282.8,140.0,130.0,115.0,55.0,55.0,40.0,535.0,"['Lightning Rod', 'Solid Rock']","['Water', 'Grass', 'Ice', 'Fighting', 'Ground', 'Steel']",[]
465,0465,Tangrowth,['grass'],2.0,128.6,100.0,125.0,100.0,110.0,50.0,50.0,535.0,"['Chlorophyll', 'Leaf Guard']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['giant-chasm-outside', 'unova-route-13-area']"
466,0466,Electivire,['electric'],1.8,138.6,123.0,67.0,75.0,95.0,85.0,95.0,540.0,['Motor Drive'],['Ground'],[]
467,0467,Magmortar,['fire'],1.6,68.0,95.0,67.0,75.0,125.0,95.0,83.0,540.0,['Flame Body'],"['Water', 'Ground', 'Rock']",[]
468,0468,Togekiss,"['fairy', 'flying']",1.5,38.0,50.0,95.0,85.0,120.0,115.0,80.0,545.0,"['Serene Grace', 'Hustle']","['Electric', 'Ice', 'Poison', 'Rock', 'Steel']",['poni-gauntlet-area']
469,0469,Yanmega,"['bug', 'flying']",1.9,51.5,76.0,86.0,86.0,116.0,56.0,95.0,515.0,"['Tinted Lens', 'Speed Boost']","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['pinwheel-forest-outside', 'unova-route-3-area', 'ultra-space-wilds-cliff']"
470,0470,Leafeon,['grass'],1.0,25.5,110.0,130.0,65.0,60.0,65.0,95.0,525.0,['Leaf Guard'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
471,0471,Glaceon,['ice'],0.8,25.9,60.0,110.0,65.0,130.0,95.0,65.0,525.0,['Snow Cloak'],"['Fire', 'Fighting', 'Rock', 'Steel']",[]
472,0472,Gliscor,"['ground', 'flying']",2.0,42.5,95.0,125.0,75.0,45.0,75.0,95.0,510.0,"['Sand Veil', 'Hyper Cutter']","['Water', 'Ice']","['unova-route-11-area', 'unova-route-15-area', 'unova-route-23-area']"
473,0473,Mamoswine,"['ice', 'ground']",2.5,291.0,130.0,80.0,110.0,70.0,60.0,80.0,530.0,"['Oblivious', 'Snow Cloak']","['Fire', 'Water', 'Grass', 'Fighting', 'Steel']","['giant-chasm-forest', 'giant-chasm-forest-cave']"
474,0474,Porygon-Z,['normal'],0.9,34.0,80.0,70.0,85.0,135.0,75.0,90.0,535.0,"['Adaptability', 'Download']",['Fighting'],[]
475,0475,Gallade,"['psychic', 'fighting']",1.6,52.0,125.0,65.0,68.0,65.0,115.0,80.0,518.0,"['Steadfast', 'Sharpness']","['Flying', 'Ghost', 'Fairy']",[]
476,0476,Probopass,"['rock', 'steel']",1.4,340.0,55.0,145.0,60.0,75.0,150.0,40.0,525.0,"['Sturdy', 'Magnet Pull']","['Water', 'Fighting', 'Ground']",[]
477,0477,Dusknoir,['ghost'],2.2,106.6,100.0,135.0,45.0,65.0,135.0,45.0,525.0,['Pressure'],"['Ghost', 'Dark']",[]
478,0478,Froslass,"['ice', 'ghost']",1.3,26.6,80.0,70.0,70.0,80.0,70.0,110.0,480.0,['Snow Cloak'],"['Fire', 'Rock', 'Ghost', 'Dark', 'Steel']",[]
479,0479,Rotom,"['electric', 'ghost']",0.3,0.3,50.0,77.0,50.0,95.0,77.0,91.0,440.0,['Levitate'],"['Ground', 'Ghost', 'Dark']","['old-chateau-2f-left-room', 'poni-gauntlet-area']"
480,0480,Uxie,['psychic'],0.3,0.3,75.0,130.0,75.0,75.0,130.0,95.0,580.0,['Levitate'],"['Bug', 'Ghost', 'Dark']","['nacrene-city-west-gate', 'lake-acuity-cavern', 'ultra-space-wilds-waterfall', 'nameless-cavern-area', 'ultra-space-ultra-space-wilds-water']"
481,0481,Mesprit,['psychic'],0.3,0.3,105.0,105.0,80.0,105.0,105.0,80.0,580.0,['Levitate'],"['Bug', 'Ghost', 'Dark']","['celestial-tower-5f', 'roaming-sinnoh-area', 'ultra-space-wilds-waterfall', 'nameless-cavern-area', 'ultra-space-ultra-space-wilds-water']"
482,0482,Azelf,['psychic'],0.3,0.3,125.0,70.0,75.0,125.0,70.0,115.0,580.0,['Levitate'],"['Bug', 'Ghost', 'Dark']","['unova-route-23-area', 'lake-valor-cavern', 'sinjoh-ruins-area', 'ultra-space-wilds-waterfall', 'nameless-cavern-area', 'ultra-space-ultra-space-wilds-water']"
483,0483,Dialga,"['steel', 'dragon']",5.4,683.0,120.0,120.0,100.0,150.0,100.0,90.0,680.0,['Pressure'],"['Fighting', 'Ground']","['spear-pillar-area', 'sinjoh-ruins-area', 'ultra-space-wilds-crag', 'soaring-in-the-sky-area', 'ultra-space-ultra-space-wilds-rocky']"
484,0484,Palkia,"['water', 'dragon']",4.2,336.0,120.0,100.0,90.0,150.0,120.0,100.0,680.0,['Pressure'],"['Dragon', 'Fairy']","['spear-pillar-area', 'ultra-space-wilds-cave', 'soaring-in-the-sky-area', 'ultra-space-ultra-space-wilds-cave']"
485,0485,Heatran,"['fire', 'steel']",1.7,430.0,90.0,106.0,91.0,130.0,106.0,77.0,600.0,['Flash Fire'],"['Water', 'Fighting', 'Ground']","['stark-mountain-heatran-chamber', 'ultra-space-wilds-cave', 'reversal-mountain-b1f', 'scorched-slab-b3f', 'ultra-space-ultra-space-wilds-cave']"
486,0486,Regigigas,['normal'],3.7,420.0,160.0,110.0,110.0,80.0,110.0,100.0,670.0,['Slow Start'],['Fighting'],"['snowpoint-temple-b5f', 'island-cave-area', 'ultra-space-wilds-cave', 'twist-mountain-b4f', 'ultra-space-ultra-space-wilds-cave']"
487,0487,Giratina,"['ghost', 'dragon']",4.5,750.0,100.0,120.0,150.0,100.0,120.0,90.0,680.0,['Pressure'],"['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']","['sinjoh-ruins-area', 'ultra-space-wilds-cave', 'soaring-in-the-sky-area', 'ultra-space-ultra-space-wilds-cave']"
488,0488,Cresselia,['psychic'],1.5,85.6,70.0,110.0,120.0,75.0,120.0,85.0,580.0,['Levitate'],"['Bug', 'Ghost', 'Dark']","['marvelous-bridge-area', 'roaming-sinnoh-area', 'ultra-space-wilds-cliff', 'crescent-isle-area', 'ultra-space-ultra-space-wilds-cliff']"
489,0489,Phione,['water'],0.4,3.1,80.0,80.0,80.0,80.0,80.0,80.0,480.0,['Hydration'],"['Grass', 'Electric']",[]
490,0490,Manaphy,['water'],0.3,1.4,100.0,100.0,100.0,100.0,100.0,100.0,600.0,['Hydration'],"['Grass', 'Electric']",[]
491,0491,Darkrai,['dark'],1.5,50.5,90.0,90.0,70.0,135.0,90.0,125.0,600.0,['Bad Dreams'],"['Fighting', 'Bug', 'Fairy']",['newmoon-island-area']
492,0492,Shaymin,['grass'],0.2,2.1,100.0,100.0,100.0,100.0,100.0,100.0,600.0,['Natural Cure'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",['flower-paradise-area']
493,0493,Arceus,['normal'],3.2,320.0,120.0,120.0,120.0,120.0,120.0,120.0,720.0,['Multitype'],['Fighting'],['sinnoh-hall-of-origin-1-area']
494,0494,Victini,"['psychic', 'fire']",0.4,4.0,100.0,100.0,100.0,100.0,100.0,100.0,600.0,['Victory Star'],"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",['liberty-garden-lighthouse-basement']
495,0495,Snivy,['grass'],0.6,8.1,45.0,55.0,45.0,45.0,55.0,63.0,308.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['hoenn-route-101-area', 'aspertia-city-area', 'nuvema-town-area']"
496,0496,Servine,['grass'],0.8,16.0,60.0,75.0,60.0,60.0,75.0,83.0,413.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
497,0497,Serperior,['grass'],3.3,63.0,75.0,95.0,75.0,75.0,95.0,113.0,528.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",['exeggutor-island-area']
498,0498,Tepig,['fire'],0.5,9.9,63.0,45.0,65.0,45.0,45.0,45.0,308.0,['Blaze'],"['Water', 'Ground', 'Rock']","['hoenn-route-101-area', 'aspertia-city-area', 'nuvema-town-area']"
499,0499,Pignite,"['fire', 'fighting']",1.0,55.5,93.0,55.0,90.0,70.0,55.0,55.0,418.0,['Blaze'],"['Water', 'Ground', 'Flying', 'Psychic']",[]
500,0500,Emboar,"['fire', 'fighting']",1.6,150.0,123.0,65.0,110.0,100.0,65.0,65.0,528.0,['Blaze'],"['Water', 'Ground', 'Flying', 'Psychic']",['ancient-poni-path-area']
501,0501,Oshawott,['water'],0.5,5.9,55.0,45.0,55.0,63.0,45.0,45.0,308.0,['Torrent'],"['Grass', 'Electric']","['hoenn-route-101-area', 'aspertia-city-area', 'nuvema-town-area']"
502,0502,Dewott,['water'],0.8,24.5,75.0,60.0,75.0,83.0,60.0,60.0,413.0,['Torrent'],"['Grass', 'Electric']",[]
503,0503,Samurott,['water'],1.5,94.6,100.0,85.0,95.0,108.0,70.0,70.0,528.0,['Torrent'],"['Grass', 'Electric']",['poni-wilds-area']
504,0504,Patrat,['normal'],0.5,11.6,55.0,39.0,45.0,35.0,39.0,42.0,255.0,"['Keen Eye', 'Run Away']",['Fighting'],"['dreamyard-area', 'unova-route-1-area', 'unova-route-2-area', 'unova-route-3-area', 'floccesy-ranch-inner', 'virbank-complex-outer', 'virbank-complex-inner', 'unova-route-19-area', 'unova-route-20-area']"
505,0505,Watchog,['normal'],1.1,27.0,85.0,69.0,60.0,60.0,69.0,77.0,420.0,"['Keen Eye', 'Illuminate']",['Fighting'],"['dreamyard-area', 'dreamyard-b1f', 'p2-laboratory-area', 'unova-route-1-area', 'unova-route-2-area', 'unova-route-3-area', 'unova-route-7-area', 'unova-route-15-area', 'unova-route-18-area', 'kalos-route-15-area']"
506,0506,Lillipup,['normal'],0.4,4.1,60.0,45.0,45.0,25.0,45.0,55.0,275.0,"['Pickup', 'Vital Spirit']",['Fighting'],"['unova-route-1-area', 'unova-route-2-area', 'unova-route-3-area', 'floccesy-ranch-inner', 'alola-route-4-area', 'alola-route-5-area', 'alola-route-6-north', 'alola-route-6-south', 'brooklet-hill-north', 'paniola-ranch-area']"
